donor_id,first_gift_amount,donation_channel,campaign_source,city,donor_age_band,first_gift_month,is_festival_season,communication_optin,time_on_first_visit_secs,donated_again
D1800,333,UPI,Event,Other,18-25,7,0,0,163,0
D1801,282,UPI,Event,Delhi,18-25,5,0,1,135,0
D1802,766,UPI,SocialMedia,Kanpur,36-50,8,0,1,152,0
D1803,785,BankTransfer,SocialMedia,Kanpur,26-35,8,0,0,104,0
D1804,1482,UPI,Event,Ghaziabad,26-35,8,0,1,169,1
D1805,1300,UPI,SocialMedia,Other,36-50,11,1,1,162,0
D1806,549,BankTransfer,SocialMedia,Other,18-25,3,0,1,327,1
D1807,252,UPI,Website,Kanpur,36-50,7,0,1,214,1
D1808,481,UPI,SocialMedia,Ghaziabad,18-25,5,0,1,176,1
D1809,701,Cash,SocialMedia,Kanpur,18-25,7,0,1,180,0
D1810,522,BankTransfer,Website,Kanpur,36-50,2,0,1,268,1
D1811,402,Cash,SocialMedia,Lucknow,18-25,4,0,1,72,1
D1812,718,Card,Website,Ghaziabad,36-50,12,0,1,127,1
D1813,423,BankTransfer,Referral,Kanpur,51+,10,1,0,10,1
D1814,388,UPI,Referral,Other,36-50,6,0,0,179,0
D1815,748,BankTransfer,Event,Delhi,18-25,2,0,1,199,1
D1816,454,Cash,SocialMedia,Delhi,18-25,8,0,1,70,1
D1817,714,BankTransfer,Website,Kanpur,36-50,4,0,1,240,0
D1818,729,UPI,Website,Other,26-35,4,0,1,89,0
D1819,271,UPI,Website,Lucknow,36-50,2,0,1,116,0
D1820,430,Card,SocialMedia,Lucknow,36-50,4,0,0,148,0
D1821,1647,Card,SocialMedia,Kanpur,18-25,3,0,1,251,0
D1822,267,Card,SocialMedia,Other,18-25,1,0,0,79,1
D1823,137,BankTransfer,SocialMedia,Lucknow,26-35,8,0,1,160,0
D1824,163,Card,SocialMedia,Other,26-35,12,0,1,194,1
D1825,614,UPI,Referral,Delhi,18-25,2,0,0,179,1
D1826,615,UPI,SocialMedia,Delhi,26-35,1,0,1,182,1
D1827,554,UPI,Website,Delhi,36-50,2,0,1,193,1
D1828,1408,UPI,Referral,Other,26-35,7,0,0,101,0
D1829,93,UPI,SocialMedia,Kanpur,18-25,10,1,1,258,0
D1830,794,Cash,Event,Kanpur,36-50,4,0,1,132,1
D1831,1795,Cash,Website,Delhi,36-50,2,0,1,122,1
D1832,273,Card,SocialMedia,Lucknow,51+,2,0,0,234,0
D1833,461,UPI,Event,Lucknow,18-25,8,0,0,95,0
D1834,355,Card,Website,Delhi,36-50,5,0,1,162,0
D1835,322,Cash,Website,Lucknow,36-50,5,0,0,89,1
D1836,479,BankTransfer,Website,Delhi,36-50,3,0,0,316,0
D1837,1635,Card,Referral,Ghaziabad,18-25,11,1,1,301,0
D1838,2178,Cash,SocialMedia,Other,18-25,5,0,1,132,1
D1839,476,Card,Website,Kanpur,26-35,9,1,1,176,0
D1840,2284,Card,Website,Lucknow,18-25,9,1,1,140,1
D1841,617,BankTransfer,Website,Other,18-25,1,0,0,115,0
D1842,2054,UPI,Website,Kanpur,51+,3,0,0,148,1
D1843,564,UPI,Website,Ghaziabad,18-25,11,1,1,137,1
D1844,660,UPI,Referral,Ghaziabad,51+,11,1,0,33,0
D1845,777,Card,SocialMedia,Lucknow,26-35,5,0,0,158,0
D1846,5570,Card,Website,Ghaziabad,36-50,2,0,1,137,0
D1847,1092,Card,SocialMedia,Kanpur,18-25,4,0,0,161,1
D1848,367,UPI,Event,Other,26-35,12,0,1,134,1
D1849,1186,UPI,Website,Kanpur,26-35,9,1,1,114,1
D1850,467,BankTransfer,Website,Lucknow,51+,1,0,1,201,1
D1851,427,UPI,Event,Lucknow,18-25,9,1,0,177,1
D1852,1137,BankTransfer,Event,Kanpur,18-25,2,0,0,237,1
D1853,615,UPI,SocialMedia,Kanpur,51+,4,0,1,174,0
D1854,731,Card,SocialMedia,Other,18-25,6,0,1,126,1
D1855,608,Card,SocialMedia,Delhi,26-35,5,0,1,183,1
D1856,762,Cash,Referral,Kanpur,18-25,9,1,0,10,1
D1857,810,UPI,SocialMedia,Delhi,18-25,2,0,1,287,0
D1858,155,BankTransfer,Referral,Lucknow,26-35,11,1,0,159,1
D1859,960,Card,SocialMedia,Kanpur,26-35,8,0,0,292,0
D1860,303,Card,Website,Delhi,26-35,4,0,0,79,0
D1861,219,Card,Event,Ghaziabad,26-35,12,0,0,61,0
D1862,578,UPI,Website,Kanpur,36-50,6,0,0,165,1
D1863,638,Card,Website,Other,51+,5,0,0,165,1
D1864,370,UPI,Website,Kanpur,18-25,1,0,1,163,0
D1865,1077,UPI,Referral,Kanpur,18-25,12,0,1,153,1
D1866,235,Card,Event,Kanpur,18-25,11,1,0,96,1
D1867,453,Card,SocialMedia,Delhi,36-50,3,0,0,36,1
D1868,400,UPI,SocialMedia,Delhi,18-25,12,0,1,159,1
D1869,583,UPI,Website,Other,36-50,10,1,0,50,1
D1870,732,UPI,Event,Kanpur,26-35,6,0,0,43,0
D1871,297,UPI,Event,Delhi,26-35,12,0,1,113,1
D1872,999,Card,Event,Lucknow,36-50,7,0,1,170,0
D1873,629,UPI,SocialMedia,Ghaziabad,26-35,9,1,1,279,1
D1874,160,BankTransfer,Website,Kanpur,26-35,3,0,0,208,1
D1875,153,UPI,Website,Other,18-25,2,0,0,240,0
D1876,597,UPI,Website,Kanpur,26-35,7,0,0,185,1
D1877,516,BankTransfer,Website,Lucknow,18-25,4,0,1,165,1
D1878,560,UPI,Referral,Lucknow,36-50,12,0,0,315,1
D1879,590,UPI,Event,Kanpur,26-35,2,0,0,47,1
D1880,705,BankTransfer,Referral,Other,18-25,10,1,0,111,0
D1881,1168,BankTransfer,SocialMedia,Other,18-25,8,0,1,116,0
D1882,277,Cash,Website,Ghaziabad,26-35,11,1,0,202,0
D1883,265,UPI,Website,Delhi,51+,12,0,0,71,0
D1884,280,Card,Event,Ghaziabad,18-25,11,1,1,193,1
D1885,737,BankTransfer,SocialMedia,Delhi,18-25,5,0,1,180,1
D1886,1439,BankTransfer,Event,Kanpur,26-35,9,1,1,196,1
D1887,445,UPI,SocialMedia,Ghaziabad,51+,2,0,1,195,1
D1888,104,UPI,Referral,Ghaziabad,36-50,6,0,0,247,1
D1889,183,UPI,SocialMedia,Ghaziabad,18-25,4,0,1,136,1
D1890,336,UPI,SocialMedia,Ghaziabad,26-35,4,0,0,177,0
D1891,407,Card,Event,Kanpur,36-50,7,0,1,88,1
D1892,452,UPI,SocialMedia,Other,36-50,2,0,0,72,1
D1893,618,UPI,SocialMedia,Kanpur,26-35,7,0,1,263,1
D1894,484,UPI,Event,Kanpur,36-50,5,0,1,83,1
D1895,1255,Card,Event,Ghaziabad,26-35,3,0,0,184,1
D1896,375,UPI,SocialMedia,Lucknow,18-25,7,0,0,177,1
D1897,329,UPI,Event,Kanpur,18-25,10,1,1,222,1
D1898,842,UPI,Event,Lucknow,26-35,8,0,0,23,0
D1899,205,BankTransfer,Website,Delhi,18-25,2,0,1,202,1
D1900,791,UPI,SocialMedia,Kanpur,26-35,7,0,0,135,0
D1901,647,Card,SocialMedia,Other,36-50,8,0,1,98,1
D1902,543,UPI,Referral,Ghaziabad,36-50,9,1,1,122,1
D1903,1829,UPI,Event,Lucknow,18-25,6,0,1,212,0
D1904,389,UPI,SocialMedia,Kanpur,18-25,2,0,1,191,0
D1905,2546,UPI,Website,Delhi,36-50,2,0,1,131,1
D1906,514,UPI,SocialMedia,Other,26-35,4,0,1,60,1
D1907,246,Card,Website,Kanpur,18-25,8,0,1,65,1
D1908,632,Card,Website,Kanpur,36-50,9,1,1,192,1
D1909,283,UPI,Referral,Kanpur,18-25,9,1,0,50,0
D1910,356,UPI,Referral,Kanpur,18-25,4,0,0,131,1
D1911,795,Card,SocialMedia,Other,36-50,6,0,0,327,1
D1912,888,UPI,Website,Lucknow,26-35,1,0,1,172,0
D1913,389,UPI,SocialMedia,Lucknow,26-35,10,1,1,191,1
D1914,1201,UPI,Website,Other,36-50,5,0,0,65,1
D1915,1353,UPI,Event,Other,51+,7,0,1,54,1
D1916,1645,Card,SocialMedia,Other,18-25,6,0,0,195,1
D1917,872,BankTransfer,SocialMedia,Ghaziabad,26-35,4,0,1,120,1
D1918,1563,BankTransfer,SocialMedia,Ghaziabad,18-25,3,0,1,222,1
D1919,161,BankTransfer,SocialMedia,Kanpur,26-35,12,0,1,150,0
D1920,482,UPI,SocialMedia,Ghaziabad,26-35,2,0,1,388,1
D1921,328,UPI,Referral,Ghaziabad,26-35,12,0,1,106,0
D1922,654,UPI,Event,Kanpur,18-25,2,0,0,167,0
D1923,403,UPI,Website,Ghaziabad,36-50,2,0,1,84,0
D1924,536,UPI,Website,Ghaziabad,26-35,11,1,0,219,1
D1925,2247,UPI,Website,Ghaziabad,36-50,12,0,1,177,0
D1926,534,Card,SocialMedia,Kanpur,26-35,11,1,1,79,1
D1927,804,UPI,Referral,Ghaziabad,36-50,10,1,0,124,1
D1928,512,UPI,Website,Ghaziabad,26-35,6,0,0,243,1
D1929,635,Cash,Website,Delhi,26-35,2,0,1,234,1
D1930,604,UPI,Referral,Delhi,36-50,8,0,1,47,1
D1931,824,BankTransfer,Event,Kanpur,36-50,7,0,0,114,0
D1932,1361,UPI,Event,Kanpur,26-35,9,1,1,274,1
D1933,1907,Card,Referral,Ghaziabad,26-35,1,0,0,135,1
D1934,747,UPI,Event,Kanpur,26-35,1,0,1,159,0
D1935,909,Card,Website,Ghaziabad,26-35,8,0,1,218,1
D1936,269,UPI,SocialMedia,Other,26-35,11,1,0,53,1
D1937,566,UPI,SocialMedia,Kanpur,36-50,12,0,1,81,1
D1938,1162,Card,Event,Ghaziabad,26-35,7,0,0,124,1
D1939,1103,UPI,SocialMedia,Delhi,26-35,5,0,1,231,0
D1940,698,UPI,Referral,Lucknow,26-35,6,0,0,218,0
D1941,1119,BankTransfer,SocialMedia,Kanpur,51+,7,0,1,197,1
D1942,849,UPI,Website,Kanpur,18-25,8,0,0,137,0
D1943,1394,Card,SocialMedia,Other,18-25,3,0,1,226,1
D1944,737,Card,Referral,Kanpur,18-25,5,0,0,136,0
D1945,469,UPI,SocialMedia,Lucknow,36-50,7,0,1,187,0
D1946,761,Card,SocialMedia,Delhi,26-35,11,1,0,210,0
D1947,77,UPI,SocialMedia,Kanpur,26-35,10,1,0,265,0
D1948,787,Cash,Event,Delhi,18-25,10,1,1,143,1
D1949,50,UPI,Referral,Kanpur,36-50,3,0,1,121,0
D1950,180,UPI,Referral,Kanpur,26-35,5,0,1,237,1
D1951,826,UPI,SocialMedia,Ghaziabad,26-35,7,0,1,243,1
D1952,841,BankTransfer,Event,Other,18-25,12,0,0,108,0
D1953,267,Cash,SocialMedia,Kanpur,18-25,5,0,1,69,1
D1954,366,BankTransfer,Event,Kanpur,18-25,12,0,0,232,1
D1955,1571,Card,Event,Other,26-35,9,1,1,32,1
D1956,429,Card,SocialMedia,Kanpur,26-35,8,0,1,28,0
D1957,2893,Card,Website,Other,18-25,9,1,0,128,1
D1958,601,BankTransfer,Referral,Delhi,18-25,10,1,0,147,1
D1959,801,Card,SocialMedia,Lucknow,18-25,9,1,1,65,1
D1960,1866,UPI,SocialMedia,Delhi,26-35,9,1,1,155,0
D1961,660,Card,SocialMedia,Delhi,18-25,5,0,0,158,0
D1962,298,Card,SocialMedia,Kanpur,18-25,6,0,0,106,0
D1963,557,UPI,SocialMedia,Other,18-25,8,0,0,282,1
D1964,587,UPI,Website,Other,36-50,11,1,1,170,1
D1965,232,UPI,SocialMedia,Other,51+,8,0,1,218,1
D1966,503,Cash,Website,Lucknow,26-35,12,0,0,38,1
D1967,358,UPI,Referral,Lucknow,18-25,9,1,1,37,0
D1968,1149,Cash,Referral,Lucknow,51+,5,0,1,172,1
D1969,617,UPI,Website,Kanpur,51+,7,0,1,269,1
D1970,494,Cash,SocialMedia,Ghaziabad,26-35,8,0,0,69,0
D1971,559,UPI,SocialMedia,Lucknow,18-25,11,1,0,150,0
D1972,704,BankTransfer,SocialMedia,Delhi,36-50,4,0,0,53,1
D1973,927,Card,Referral,Ghaziabad,51+,3,0,1,89,1
D1974,299,UPI,Referral,Ghaziabad,36-50,3,0,0,153,1
D1975,290,UPI,SocialMedia,Lucknow,26-35,1,0,0,105,0
D1976,1304,UPI,SocialMedia,Ghaziabad,26-35,9,1,1,48,1
D1977,451,UPI,Event,Other,51+,12,0,1,47,1
D1978,223,Cash,SocialMedia,Delhi,18-25,8,0,0,10,0
D1979,821,BankTransfer,Referral,Kanpur,18-25,1,0,0,173,0
D1980,832,Card,SocialMedia,Kanpur,36-50,5,0,0,181,0
D1981,206,Card,SocialMedia,Delhi,18-25,11,1,0,181,0
D1982,707,UPI,Event,Ghaziabad,26-35,1,0,0,76,0
D1983,1007,Cash,SocialMedia,Other,18-25,8,0,0,210,1
D1984,782,Cash,SocialMedia,Kanpur,18-25,6,0,0,189,1
D1985,937,UPI,Referral,Kanpur,18-25,12,0,1,140,1
D1986,225,BankTransfer,SocialMedia,Ghaziabad,26-35,7,0,1,129,1
D1987,759,UPI,Event,Delhi,26-35,7,0,0,94,1
D1988,487,Cash,Event,Other,26-35,9,1,1,153,1
D1989,429,BankTransfer,SocialMedia,Other,18-25,10,1,0,253,1
D1990,1107,Cash,SocialMedia,Ghaziabad,51+,7,0,1,219,0
D1991,1695,UPI,SocialMedia,Other,26-35,9,1,1,122,1
D1992,2113,Card,SocialMedia,Kanpur,51+,10,1,1,177,1
D1993,1511,UPI,SocialMedia,Lucknow,26-35,7,0,1,62,1
D1994,557,Cash,Website,Other,18-25,9,1,0,191,1
D1995,770,UPI,Website,Ghaziabad,36-50,5,0,0,81,0
D1996,1029,Card,Referral,Other,36-50,5,0,1,188,1
D1997,655,BankTransfer,Event,Kanpur,18-25,1,0,0,347,0
D1998,660,UPI,Website,Kanpur,26-35,9,1,1,100,1
D1999,1071,UPI,Website,Lucknow,36-50,4,0,1,344,1
D2000,577,Card,SocialMedia,Other,18-25,10,1,0,174,0
D2001,361,UPI,SocialMedia,Ghaziabad,26-35,12,0,1,87,1
D2002,450,UPI,Event,Other,18-25,11,1,1,84,1
D2003,938,UPI,Website,Kanpur,18-25,4,0,1,305,0
D2004,603,UPI,Event,Delhi,36-50,8,0,1,174,1
D2005,764,Card,SocialMedia,Lucknow,26-35,10,1,1,100,1
D2006,962,Card,Referral,Kanpur,36-50,7,0,0,125,1
D2007,463,UPI,SocialMedia,Delhi,36-50,7,0,1,170,1
D2008,1022,Card,Referral,Delhi,51+,6,0,0,139,1
D2009,785,UPI,Website,Lucknow,26-35,4,0,0,164,0
D2010,254,UPI,Website,Kanpur,26-35,7,0,1,264,0
D2011,1652,Cash,Website,Kanpur,18-25,12,0,0,61,1
D2012,424,UPI,SocialMedia,Other,26-35,3,0,0,185,1
D2013,189,Card,Website,Delhi,26-35,1,0,0,134,0
D2014,290,BankTransfer,Website,Other,36-50,1,0,1,105,1
D2015,294,Card,Website,Delhi,26-35,7,0,1,215,1
D2016,624,Card,SocialMedia,Other,18-25,4,0,0,37,0
D2017,497,UPI,SocialMedia,Kanpur,36-50,6,0,1,10,1
D2018,475,UPI,SocialMedia,Ghaziabad,36-50,12,0,0,155,0
D2019,929,UPI,Event,Delhi,26-35,1,0,1,130,1
D2020,763,Cash,Event,Kanpur,36-50,3,0,1,45,1
D2021,751,Cash,Website,Kanpur,26-35,3,0,0,20,1
D2022,802,UPI,Website,Lucknow,36-50,6,0,1,275,1
D2023,926,UPI,Website,Other,26-35,9,1,1,172,1
D2024,138,UPI,SocialMedia,Delhi,26-35,3,0,0,141,1
D2025,466,Card,Event,Kanpur,18-25,2,0,0,293,0
D2026,131,Card,SocialMedia,Other,18-25,2,0,1,211,0
D2027,617,Card,SocialMedia,Kanpur,36-50,10,1,0,263,0
D2028,600,BankTransfer,SocialMedia,Kanpur,26-35,1,0,1,57,0
D2029,1251,UPI,SocialMedia,Other,18-25,8,0,1,54,1
D2030,1382,Card,SocialMedia,Delhi,18-25,7,0,0,183,0
D2031,694,Card,Event,Other,26-35,2,0,0,169,0
D2032,424,UPI,SocialMedia,Other,36-50,7,0,0,227,1
D2033,845,BankTransfer,SocialMedia,Delhi,26-35,4,0,0,25,1
D2034,416,UPI,SocialMedia,Kanpur,36-50,7,0,1,189,0
D2035,601,Cash,Website,Ghaziabad,36-50,2,0,1,209,1
D2036,1200,Cash,Event,Other,18-25,9,1,0,205,1
D2037,407,BankTransfer,SocialMedia,Other,36-50,10,1,1,111,1
D2038,1058,Card,SocialMedia,Ghaziabad,18-25,1,0,0,176,1
D2039,967,UPI,Referral,Ghaziabad,26-35,7,0,0,85,0
D2040,308,Cash,Event,Kanpur,18-25,8,0,1,119,1
D2041,1190,Cash,Website,Ghaziabad,18-25,1,0,0,66,0
D2042,981,Card,Event,Other,18-25,9,1,1,86,0
D2043,646,Cash,Website,Kanpur,18-25,7,0,0,123,0
D2044,353,UPI,Referral,Ghaziabad,36-50,4,0,1,105,1
D2045,330,Card,SocialMedia,Other,26-35,6,0,1,86,1
D2046,413,BankTransfer,Website,Lucknow,51+,9,1,0,49,1
D2047,880,UPI,SocialMedia,Ghaziabad,26-35,8,0,1,277,1
D2048,308,Card,Website,Ghaziabad,26-35,10,1,0,104,1
D2049,818,BankTransfer,SocialMedia,Kanpur,18-25,1,0,0,163,0
D2050,252,Cash,SocialMedia,Kanpur,26-35,10,1,0,16,0
D2051,522,BankTransfer,Referral,Kanpur,26-35,1,0,1,235,0
D2052,650,UPI,Referral,Kanpur,51+,8,0,1,151,1
D2053,3333,BankTransfer,SocialMedia,Kanpur,51+,5,0,1,108,0
D2054,229,UPI,Referral,Ghaziabad,18-25,1,0,1,109,0
D2055,1686,Card,SocialMedia,Kanpur,26-35,9,1,0,200,1
D2056,668,Card,Event,Other,26-35,7,0,1,10,1
D2057,803,Cash,Referral,Kanpur,26-35,8,0,1,82,1
D2058,654,BankTransfer,SocialMedia,Ghaziabad,18-25,5,0,1,131,0
D2059,822,Cash,Event,Other,36-50,4,0,1,130,1
D2060,540,Card,Website,Kanpur,36-50,8,0,1,315,1
D2061,1665,UPI,SocialMedia,Ghaziabad,18-25,3,0,0,116,0
D2062,437,Card,Event,Other,26-35,10,1,1,209,1
D2063,1330,Card,SocialMedia,Lucknow,18-25,9,1,1,266,1
D2064,383,UPI,Website,Kanpur,51+,12,0,1,186,0
D2065,577,Card,SocialMedia,Delhi,18-25,1,0,0,92,1
D2066,284,BankTransfer,SocialMedia,Delhi,18-25,8,0,0,50,0
D2067,828,Cash,Website,Ghaziabad,18-25,7,0,1,192,1
D2068,1655,Cash,SocialMedia,Kanpur,36-50,11,1,1,255,1
D2069,570,UPI,Event,Kanpur,36-50,6,0,1,178,1
D2070,524,Card,Website,Other,18-25,12,0,1,226,0
D2071,276,UPI,Website,Ghaziabad,18-25,3,0,1,321,1
D2072,513,UPI,SocialMedia,Kanpur,36-50,11,1,1,198,1
D2073,197,Card,Referral,Lucknow,26-35,7,0,0,62,0
D2074,318,UPI,Website,Other,18-25,12,0,0,143,0
D2075,705,UPI,SocialMedia,Kanpur,51+,3,0,1,235,1
D2076,1515,Card,Website,Kanpur,18-25,4,0,0,122,0
D2077,4300,UPI,Website,Ghaziabad,26-35,7,0,0,245,1
D2078,399,UPI,Website,Delhi,18-25,7,0,1,135,0
D2079,1644,UPI,Event,Ghaziabad,36-50,2,0,0,163,1
D2080,714,Card,Website,Other,36-50,8,0,1,115,0
D2081,541,UPI,Referral,Kanpur,26-35,5,0,0,151,1
D2082,815,Card,Event,Ghaziabad,36-50,2,0,1,154,1
D2083,629,Card,Website,Ghaziabad,51+,7,0,0,27,0
D2084,650,UPI,Website,Ghaziabad,36-50,9,1,1,109,0
D2085,452,BankTransfer,Referral,Ghaziabad,26-35,1,0,1,53,0
D2086,226,UPI,Referral,Delhi,26-35,12,0,0,111,0
D2087,204,Card,SocialMedia,Ghaziabad,36-50,8,0,0,84,1
D2088,951,UPI,SocialMedia,Delhi,18-25,4,0,0,210,1
D2089,496,Card,Event,Kanpur,18-25,10,1,0,211,1
D2090,397,UPI,Event,Lucknow,18-25,11,1,0,179,1
D2091,605,BankTransfer,Event,Ghaziabad,36-50,12,0,0,51,1
D2092,1050,UPI,Website,Lucknow,18-25,10,1,1,133,0
D2093,683,Card,Referral,Kanpur,18-25,3,0,0,45,1
D2094,380,UPI,Event,Other,26-35,2,0,0,129,1
D2095,1420,UPI,Website,Other,18-25,3,0,0,185,1
D2096,1818,UPI,SocialMedia,Other,18-25,11,1,1,209,1
D2097,851,Card,Event,Other,26-35,4,0,1,173,1
D2098,1190,Card,SocialMedia,Kanpur,18-25,4,0,1,228,1
D2099,1436,BankTransfer,Event,Lucknow,51+,11,1,1,158,1
D2100,1328,Cash,Event,Ghaziabad,18-25,3,0,1,123,1
D2101,925,BankTransfer,Website,Other,36-50,5,0,0,201,1
D2102,915,UPI,Website,Kanpur,26-35,4,0,0,203,1
D2103,866,Cash,SocialMedia,Kanpur,18-25,4,0,1,103,1
D2104,279,Card,SocialMedia,Delhi,18-25,8,0,0,166,0
D2105,983,Card,SocialMedia,Kanpur,26-35,9,1,1,119,1
D2106,233,BankTransfer,Referral,Delhi,26-35,4,0,1,10,1
D2107,345,Card,Referral,Kanpur,18-25,1,0,1,170,1
D2108,1499,BankTransfer,SocialMedia,Delhi,51+,8,0,1,49,0
D2109,1084,Cash,SocialMedia,Other,26-35,7,0,1,162,1
D2110,1705,UPI,Event,Lucknow,51+,8,0,0,32,1
D2111,498,Card,Website,Kanpur,18-25,6,0,0,89,1
D2112,269,Card,SocialMedia,Kanpur,18-25,10,1,1,109,0
D2113,509,BankTransfer,SocialMedia,Kanpur,26-35,8,0,1,224,0
D2114,646,Cash,Event,Kanpur,18-25,10,1,0,102,0
D2115,636,UPI,SocialMedia,Lucknow,18-25,9,1,0,64,1
D2116,1331,UPI,SocialMedia,Ghaziabad,18-25,6,0,0,165,1
D2117,467,UPI,SocialMedia,Kanpur,18-25,4,0,1,124,1
D2118,770,Card,Website,Kanpur,36-50,7,0,0,195,0
D2119,301,UPI,Event,Other,18-25,8,0,0,69,1
D2120,825,Cash,SocialMedia,Kanpur,51+,7,0,0,154,1
D2121,603,Card,Event,Ghaziabad,18-25,7,0,1,312,1
D2122,356,Cash,Event,Ghaziabad,26-35,5,0,1,123,0
D2123,510,UPI,Website,Kanpur,26-35,2,0,1,153,0
D2124,529,Card,Referral,Other,26-35,6,0,1,23,1
D2125,498,UPI,SocialMedia,Kanpur,36-50,11,1,0,80,1
D2126,2080,BankTransfer,Referral,Delhi,36-50,9,1,1,172,0
D2127,562,UPI,Website,Lucknow,18-25,10,1,1,116,1
D2128,507,UPI,Website,Other,26-35,9,1,1,183,1
D2129,139,UPI,SocialMedia,Delhi,36-50,12,0,1,169,1
D2130,322,Cash,SocialMedia,Delhi,18-25,3,0,1,47,1
D2131,501,UPI,SocialMedia,Ghaziabad,26-35,9,1,0,211,1
D2132,372,Card,Referral,Ghaziabad,18-25,1,0,0,53,0
D2133,1583,Cash,Website,Delhi,26-35,3,0,1,86,1
D2134,536,Cash,Event,Lucknow,26-35,1,0,0,156,1
D2135,1483,UPI,Event,Lucknow,26-35,6,0,1,249,1
D2136,628,UPI,SocialMedia,Kanpur,36-50,2,0,0,69,1
D2137,618,UPI,SocialMedia,Kanpur,26-35,5,0,1,150,0
D2138,566,UPI,Website,Ghaziabad,51+,2,0,1,150,1
D2139,603,Card,Event,Kanpur,36-50,1,0,1,186,1
D2140,2005,UPI,Website,Ghaziabad,26-35,6,0,1,222,1
D2141,119,UPI,Website,Kanpur,26-35,5,0,1,111,0
D2142,148,UPI,Website,Lucknow,26-35,6,0,1,210,1
D2143,411,Card,Website,Delhi,36-50,5,0,1,233,1
D2144,608,UPI,SocialMedia,Lucknow,18-25,5,0,1,264,1
D2145,976,Card,Website,Delhi,51+,1,0,1,175,1
D2146,838,UPI,Website,Kanpur,26-35,6,0,1,151,1
D2147,460,BankTransfer,SocialMedia,Kanpur,26-35,11,1,0,106,1
D2148,1228,Card,SocialMedia,Delhi,26-35,2,0,0,37,1
D2149,1238,UPI,SocialMedia,Other,26-35,2,0,1,120,0
D2150,685,UPI,SocialMedia,Delhi,36-50,10,1,0,147,0
D2151,1181,UPI,Event,Delhi,36-50,7,0,1,132,1
D2152,728,UPI,SocialMedia,Delhi,18-25,4,0,0,181,0
D2153,406,UPI,Website,Delhi,26-35,10,1,0,38,0
D2154,981,BankTransfer,SocialMedia,Delhi,26-35,4,0,1,127,1
D2155,650,Card,SocialMedia,Delhi,26-35,8,0,0,279,1
D2156,602,UPI,SocialMedia,Kanpur,26-35,7,0,1,209,1
D2157,1688,Card,SocialMedia,Kanpur,18-25,3,0,1,183,0
D2158,108,UPI,Referral,Ghaziabad,36-50,10,1,1,167,1
D2159,223,BankTransfer,SocialMedia,Lucknow,26-35,8,0,0,114,0
D2160,262,UPI,SocialMedia,Delhi,26-35,3,0,0,17,0
D2161,467,Cash,SocialMedia,Ghaziabad,36-50,10,1,1,171,1
D2162,504,Cash,SocialMedia,Kanpur,36-50,8,0,0,10,1
D2163,210,UPI,Website,Delhi,36-50,11,1,1,117,1
D2164,302,UPI,Website,Kanpur,18-25,10,1,1,139,1
D2165,329,UPI,SocialMedia,Other,18-25,4,0,0,108,0
D2166,3362,BankTransfer,Website,Kanpur,36-50,12,0,1,291,0
D2167,2124,Card,Event,Ghaziabad,18-25,1,0,1,267,1
D2168,451,Card,Website,Ghaziabad,18-25,5,0,1,212,1
D2169,467,Cash,Event,Kanpur,18-25,8,0,0,75,1
D2170,269,Cash,SocialMedia,Kanpur,18-25,7,0,1,274,0
D2171,158,Card,Website,Kanpur,51+,3,0,0,183,0
D2172,555,Card,Website,Ghaziabad,18-25,3,0,1,74,1
D2173,299,Cash,Event,Ghaziabad,18-25,10,1,1,142,1
D2174,567,UPI,Referral,Delhi,51+,11,1,1,207,1
D2175,196,BankTransfer,Referral,Kanpur,51+,9,1,1,98,1
D2176,353,UPI,SocialMedia,Ghaziabad,18-25,7,0,1,149,0
D2177,668,UPI,Website,Kanpur,36-50,10,1,1,162,1
D2178,778,Cash,Website,Other,18-25,3,0,0,62,1
D2179,806,UPI,Event,Delhi,36-50,12,0,1,121,1
D2180,239,UPI,Event,Other,18-25,2,0,0,68,1
D2181,1095,UPI,Referral,Other,26-35,8,0,1,200,0
D2182,344,Card,Website,Ghaziabad,18-25,5,0,0,76,0
D2183,937,Cash,Event,Delhi,36-50,11,1,0,160,0
D2184,597,UPI,SocialMedia,Ghaziabad,18-25,3,0,1,42,0
D2185,230,UPI,Event,Other,26-35,8,0,0,60,0
D2186,482,Card,Referral,Ghaziabad,36-50,2,0,1,57,1
D2187,777,BankTransfer,Website,Ghaziabad,18-25,3,0,0,119,1
D2188,924,UPI,SocialMedia,Other,36-50,5,0,0,152,1
D2189,545,BankTransfer,Referral,Other,26-35,10,1,1,165,1
D2190,1759,BankTransfer,Website,Other,18-25,4,0,1,15,1
D2191,1218,UPI,Event,Kanpur,18-25,9,1,1,128,1
D2192,503,Cash,SocialMedia,Kanpur,18-25,7,0,0,87,0
D2193,1017,Card,Event,Ghaziabad,18-25,12,0,0,177,1
D2194,2330,Card,SocialMedia,Ghaziabad,26-35,4,0,0,121,0
D2195,2374,UPI,SocialMedia,Ghaziabad,26-35,3,0,0,134,0
D2196,255,Cash,Website,Kanpur,26-35,11,1,1,87,1
D2197,315,Cash,Referral,Delhi,26-35,4,0,0,260,1
D2198,1702,Cash,SocialMedia,Kanpur,36-50,3,0,1,50,0
D2199,287,BankTransfer,Referral,Delhi,18-25,10,1,1,112,0
D2200,238,Card,Referral,Other,26-35,10,1,0,147,1
